Distance (m), Temperature (K), Velocity (m/s), H2, H, O, O2, OH, H2O, HO2, H2O2, C, CH, CH2, CH2(S), CH3, CH4, CO, CO2, HCO, CH2O, CH2OH, CH3O, CH3OH, C2H, C2H2, C2H3, C2H4, C2H5, C2H6, HCCO, CH2CO, HCCOH, N, NH, NH2, NH3, NNH, NO, NO2, N2O, HNO, CN, HCN, H2CN, HCNN, HCNO, HOCN, HNCO, NCO, N2, AR, C3H7, C3H8, CH2CHO, CH3CHO
1.481249999999999928e-02,1.981327087227399034e+03,2.584118303546619089e+00,8.273388163098189477e-04,1.890616016795341288e-04,1.473493814961169277e-03,1.962644564633293787e-02,4.618849879959084290e-03,1.111895711268093695e-01,5.449758148951445126e-06,2.866642053071956701e-07,6.901929114211411795e-13,9.496934121556827543e-13,4.112744757912631640e-12,4.754878752937666632e-13,5.527660622398962808e-11,1.126315782908860719e-10,2.377460205500070076e-02,1.132076430212023144e-01,3.408475420311895552e-08,1.606683633717996856e-10,1.293124851483553901e-12,7.105369600745847277e-14,1.034051308031106427e-12,1.171976731659575795e-14,1.659552788089723964e-12,9.872695529158154943e-15,7.302660815254836698e-14,-9.743510409015912055e-17,-1.527267984343677078e-16,8.304902759793188228e-13,5.012855630869833981e-12,3.408825964303696374e-14,3.437690344141306838e-09,1.879000216437010886e-09,2.444196643888822995e-10,2.155132980750241876e-10,8.943757701630082884e-09,2.900674292660438734e-05,6.255443665650981371e-09,1.830252138165832157e-07,2.984898574726343281e-09,9.675125956982510277e-11,2.165305095201753414e-08,1.777458688623827281e-13,2.141520437141149203e-15,5.915307358888605234e-12,1.241425162922770079e-10,5.085475233538000527e-09,8.333513392556526284e-10,7.250579816336082395e-01,-1.105467168132890475e-14,-1.099585636992535919e-16,-1.480577633575042950e-16,1.230247329020775432e-15,8.119142010660080213e-15
1.487499999999999933e-02,1.991511602637045371e+03,2.595776685314532095e+00,8.126052381031774637e-04,1.798304778595859307e-04,1.408685413959829755e-03,1.910422680089678832e-02,4.575087389691796444e-03,1.114915601292861269e-01,5.168230117903263869e-06,2.732575558969256475e-07,1.266461270699139702e-13,1.777873098566370486e-13,7.897544329263422732e-13,8.926348650535392000e-14,1.042431726029703566e-11,2.063638938290171058e-11,2.316215486897875431e-02,1.142186572468702893e-01,3.128449507051852998e-08,1.134117385918592386e-10,2.472941301715829272e-13,1.334074369438366538e-14,1.930216665241389864e-13,1.919184297486693665e-15,2.665599150358402845e-13,1.428536467471374783e-15,1.020694301810865510e-14,1.350064794591504962e-16,1.843659489298327412e-16,1.464823330542025451e-13,8.987455716796321479e-13,6.114233581070196416e-15,3.341981914746634602e-09,1.707004840585312227e-09,1.772647720026386857e-10,1.570604581457363940e-10,8.571722538751360103e-09,2.981318712751575059e-05,6.437627058627390928e-09,1.832207582886218634e-07,2.924139400045806792e-09,5.442441782052122210e-11,1.209657667454202751e-08,9.123884782081077891e-14,4.590563662367555897e-16,2.094901947975313291e-12,7.340481938876776282e-11,3.007503835549365002e-09,4.780935790058062182e-10,7.250116840543737728e-01,-7.872805645317880400e-15,1.360154847203705164e-16,1.810722973866210969e-16,2.216860268136845877e-16,2.091986709185045253e-15
1.493749999999999939e-02,2.000899656491457336e+03,2.606576257065408520e+00,7.977506307143879000e-04,1.711682073095530132e-04,1.348032364931768491e-03,1.863765277816055443e-02,4.528668250662687238e-03,1.117985928890767311e-01,4.916560480340133142e-06,2.613465956361570847e-07,2.378494358905198369e-14,3.374204607294887173e-14,1.539335529336023139e-13,1.702776074908246196e-14,1.999548758089264957e-12,3.856071037428242021e-12,2.265759126149620439e-02,1.150461349138821032e-01,2.888225374180455668e-08,1.008428757972059359e-10,5.146018148474723996e-14,2.543165623215850118e-15,3.643631712617333605e-14,2.652940416225121790e-16,4.058414607628214323e-14,-9.672982215890276022e-17,-2.411419733742885751e-16,-1.664126573109081093e-16,-2.273520299623009939e-16,2.534205234604477808e-14,1.613539266223658679e-13,6.178356651930125588e-16,3.296058642650346685e-09,1.581439412400286778e-09,1.382965344312448020e-10,1.231379727614866712e-10,8.215349261774155775e-09,3.059083993199064860e-05,6.623205822099539816e-09,1.835328332805658030e-07,2.881673419201104385e-09,3.087501811368573954e-11,6.830331828180358174e-09,4.744783408877331437e-14,2.357183516903822052e-18,7.612334109482310111e-13,4.375884469154272574e-11,1.801088263656746012e-09,2.773948997250214566e-10,7.249783955663707813e-01,-1.214624806909059411e-14,-1.683370738049635871e-16,-2.229621121207307069e-16,-2.242976539435793056e-17,-1.048410741796597259e-15
1.499999999999999944e-02,2.009589263991274265e+03,2.616601540772138357e+00,7.830237441641870735e-04,1.630924402412337298e-04,1.291442021028232391e-03,1.821417107497910748e-02,4.480794802097528770e-03,1.121027332431016599e-01,4.689582256071382822e-06,2.506929694156383264e-07,4.890879258812715865e-15,6.663739914735579053e-15,3.094801571340630998e-14,3.346635904721598988e-15,3.923836340867258076e-13,7.354985960997047196e-13,2.222812038869039289e-02,1.157461510656397630e-01,2.679013933179721987e-08,9.520106120927145081e-11,1.421689040704929861e-14,5.863181288792357014e-16,7.388045585244676079e-15,7.780239367307148260e-17,8.917017291000818743e-15,1.626709379078674827e-16,9.683485472248302416e-16,9.511040147526778130e-17,1.282838839910534365e-16,5.441956138718802016e-15,3.253102348422690604e-14,4.077450738004970264e-16,3.277756037274482275e-09,1.483809131699775425e-09,1.154310114374809410e-10,1.034734401964697946e-10,7.877441016865729566e-09,3.134413620238373909e-05,6.811077472591358456e-09,1.839232428980536357e-07,2.849558946547933258e-09,1.765885935396591681e-11,3.894814611919560889e-09,2.506847802811694663e-14,5.402477707305950815e-17,2.871576072002798620e-13,2.628107540873093893e-11,1.092024297118926664e-09,1.628354173064898177e-10,7.249539482623226228e-01,-7.722938692071881893e-15,9.554024308690800328e-17,1.260549324881120600e-16,3.174666620708332347e-17,7.141791755156998223e-16
1.506249999999999950e-02,2.017658897499769864e+03,2.625924588256167258e+00,7.685933920344908401e-04,1.555907904092245820e-04,1.238713760468295984e-03,1.782530134470786121e-02,4.432267283717486288e-03,1.123989627409632264e-01,4.483510400968322102e-06,2.411067142867355927e-07,1.181982547853354923e-15,1.399354687466804826e-15,6.498489984734093543e-15,6.857645547093606599e-16,7.908094001539129188e-14,1.427310262643623782e-13,2.185178419811242140e-02,1.163562266589458910e-01,2.494753872987383592e-08,9.121938741870049664e-11,6.574776753665248639e-15,1.880209028341887263e-16,1.673733081437256765e-15,3.373918973760798735e-17,2.990645590589360938e-15,1.424525980563605254e-16,8.622533507528964873e-16,8.943345749493622732e-17,1.207118992111518115e-16,1.519571602965899344e-15,7.727409175934475974e-15,2.577887717206843790e-16,3.275050585765031842e-09,1.403891562655447172e-09,1.018537590808564471e-10,9.219348190008858966e-11,7.559024140245357131e-09,3.207612254001927874e-05,7.000367506995910968e-09,1.843605793654550125e-07,2.823415859014066802e-09,1.015855397399986921e-11,2.236667860232299893e-09,1.337383281803003930e-14,3.822478882755683127e-17,1.107275943027327967e-13,1.586094069685957091e-11,6.699421292607133672e-10,9.664890311941416208e-11,7.249355243827501072e-01,-7.473335873513281204e-15,8.935122234708129965e-17,1.175479726283243262e-16,2.590625016612020484e-17,7.145978746412633377e-16
1.512499999999999956e-02,2.025171750603495866e+03,2.634606439085673824e+00,7.545682674763760662e-04,1.486350841513663112e-04,1.189606582867238803e-03,1.746518209787321918e-02,4.383644508116396957e-03,1.126842221463191657e-01,4.295473875172741348e-06,2.324361922877140495e-07,2.083523666216904931e-16,1.841334864984252755e-16,9.515595644507359758e-16,1.027565810911060011e-16,1.296629758238956355e-14,2.349328924316221888e-14,2.151382680989451929e-02,1.169015437365138882e-01,2.331037780453909367e-08,8.783267556714932532e-11,4.469775864256798939e-15,4.677720107700562996e-17,1.063423541310830628e-16,-3.411560326295941240e-17,-2.392986950995175658e-15,-1.972366379259147692e-16,-1.220184708781416168e-15,-1.263660655130847853e-16,-1.690200701278070732e-16,-7.393906523009856296e-16,-1.648286855074759936e-15,-3.227364020295311966e-16,3.281190626232801976e-09,1.335863472098378880e-09,9.365582381008365725e-11,8.587064626202511846e-11,7.260076917202486281e-09,3.278897990240944383e-05,7.190424391091717093e-09,1.848213105892897655e-07,2.800804851679468619e-09,5.819780687870143594e-12,1.280351029207833391e-09,7.102925512181699406e-15,-4.844672562179929671e-17,3.873279540220351987e-14,9.529578683448287931e-12,4.142642841298660029e-10,5.767021167429661199e-11,7.249212218174808653e-01,-1.199431677638944380e-14,-1.255861751625827869e-16,-1.649543196161039066e-16,-3.461085037134049799e-17,-1.009053714845876912e-15
1.524999999999999967e-02,2.038681881236204163e+03,2.650203808896707258e+00,7.279437005533147872e-04,1.362448009081122563e-04,1.101494027055414937e-03,1.681863777367461829e-02,4.287717246802511505e-03,1.132161713726656249e-01,3.966094562222464302e-06,2.174195095847011422e-07,1.435244874009748760e-16,1.052151367643114133e-16,3.647708015921936737e-16,3.477016973679105167e-17,2.569941911351007680e-15,2.438727989271625455e-15,2.092302503552967777e-02,1.178490187635296421e-01,2.053941964664200579e-08,8.205607768298601253e-11,3.680575379228702676e-15,7.120720060049636664e-17,2.391212244939081152e-16,1.974305910684167329e-17,1.590943181624655477e-15,1.063306771098269020e-16,7.012173694585973291e-16,6.631254272776248188e-17,8.766839346085523391e-17,5.588728163836295203e-16,1.667681435222138154e-15,1.865041217477644971e-16,3.307383907379212288e-09,1.224770511100154659e-09,8.648329053058988003e-11,8.197724356748135496e-11,6.718986587351243277e-09,3.416236890070176375e-05,7.571021075639040152e-09,1.857608188706945411e-07,2.762441798897058445e-09,2.253432187750004104e-12,4.959022718238193000e-10,2.430200848333075151e-15,2.438860000925901431e-17,1.024014726950008568e-14,4.034886357745756717e-12,1.897787521497262757e-10,2.486476909376546416e-11,7.249011725206290224e-01,-5.166092745992445982e-15,6.544899148265348874e-17,8.583589382445378212e-17,1.750508353449103770e-17,5.655537150741649664e-16
1.537499999999999978e-02,2.050677887977860337e+03,2.664022842622541631e+00,7.032857152649931755e-04,1.255351850601449121e-04,1.024329029128727029e-03,1.624054726899935505e-02,4.194573195294310289e-03,1.136993062776499863e-01,3.683468989637550715e-06,2.047029150310433731e-07,3.570357104965996375e-17,2.940993516129083891e-17,8.274550454157698740e-17,8.611345483386442871e-18,6.254356067076046671e-16,2.574155655346814509e-16,2.039664370947710803e-02,1.186904879263485368e-01,1.825879750718795291e-08,7.710229789983231088e-11,3.025560479867590993e-15,4.233764832305750727e-17,6.119218555820597893e-17,-2.906816963428208899e-18,-2.083728454185570260e-16,-1.616431227930463124e-17,-1.067426411649411249e-16,-1.132961222405532699e-17,-1.466057090978927878e-17,-7.354644762419755158e-17,-1.877285701884372325e-16,-3.085744123062991709e-17,3.341190895747635279e-09,1.133809138949531423e-09,8.360200844186427986e-11,8.224626160063590871e-11,6.243124054288396181e-09,3.548262801477827328e-05,7.951082264996561273e-09,1.866437358917535127e-07,2.727604748635619589e-09,9.019453919658855958e-13,1.985394596752269634e-10,8.567407545709645429e-16,-4.050517319920260890e-18,2.015738384335081556e-15,1.764951805088390124e-12,9.798880922072984400e-11,1.203635215117843403e-11,7.248856940157382134e-01,-7.269973934443801944e-15,-1.124246761636870372e-17,-1.462995553400672061e-17,-2.749877537729164544e-18,-8.275759019326752259e-17
1.549999999999999989e-02,2.061409945885188790e+03,2.676351390944440745e+00,6.805367090686189561e-04,1.162338024671960151e-04,9.564438672026670616e-04,1.571786948084831145e-02,4.105028340746849289e-03,1.141366806618698826e-01,3.438572718790924980e-06,1.937865666782360899e-07,9.265499420864481496e-18,1.373656773676665774e-17,2.195771645444556332e-17,2.990742896694479418e-18,2.598147088859015209e-16,-1.761270478399835722e-18,1.991541325075682142e-02,1.194583973712251279e-01,1.635478264958954726e-08,7.277429983864309143e-11,2.571610613468338081e-15,3.270941898522652516e-17,2.310632821127349211e-17,-7.535179155648221607e-18,-6.626149923902866270e-16,-3.926686211407087257e-17,-2.838951210316656155e-16,-2.464749707150558255e-17,-3.194401597524134813e-17,-2.290046028222336396e-16,-6.345628093519275815e-16,-7.741532799312869790e-17,3.377280973378512220e-09,1.057325919193501312e-09,8.243676663932718059e-11,8.419572951676791800e-11,5.823748112580816263e-09,3.675709918436880787e-05,8.329598027711913760e-09,1.874400252162586032e-07,2.695044623287932646e-09,3.759305130788258815e-13,8.247458138598863534e-11,3.154908209739705927e-16,-8.230723856166215656e-18,-5.509791593258231852e-18,8.063244299985121594e-13,5.982818307989464154e-11,6.904710508419709347e-12,7.248727815658974061e-01,-8.427034214231655809e-15,-2.430104326119987238e-17,-3.183557014635706746e-17,-5.968964987314207336e-18,-2.214855388538026472e-16
1.562500000000000000e-02,2.071071274771453318e+03,2.687416390416581979e+00,6.595649172762974152e-04,1.081107031444544791e-04,8.964316708381788942e-04,1.524168046047264316e-02,4.019456853651560274e-03,1.145327159580954435e-01,3.224661167505043894e-06,1.843088328078265836e-07,5.735636705585737953e-17,5.991453553916980666e-17,1.947815208061280885e-16,1.678306910861341953e-17,1.006042318273804165e-15,3.617324721845532707e-16,1.946915394860737614e-02,1.201698019767176856e-01,1.474726562607654779e-08,6.894467569368883584e-11,2.288780397090605266e-15,4.497788104505776903e-17,1.619635592302197891e-16,1.464791115791717401e-17,1.305909189826010517e-15,7.503464901827444563e-17,5.613437037952099044e-16,4.844754712100950397e-17,6.230452911958031820e-17,4.566203957743370297e-16,1.222855995830294490e-15,1.583762543336507274e-16,3.412966282387509213e-09,9.920046402220116342e-10,8.198869288781445115e-11,8.683198272494208978e-11,5.452845416950472229e-09,3.799121392803244334e-05,8.705899276674611507e-09,1.881403080287308230e-07,2.664335282885617487e-09,1.659692074314948955e-13,3.592990769153599132e-11,1.319982693938275866e-16,1.595330038773205255e-17,1.173626292200814226e-15,3.945249563012258278e-13,4.401264873331713460e-11,4.821129490536083825e-12,7.248614588651945967e-01,-5.867451881227417846e-15,4.790917278379556987e-17,6.274935476554112373e-17,1.122366883261558382e-17,4.288282419104473954e-16
1.575000000000000011e-02,2.079813151036710224e+03,2.697397389074808860e+00,6.402168688233228402e-04,1.009769029604208206e-04,8.431297800699462169e-04,1.480551282129368741e-02,3.937980903784623309e-03,1.148919290181447533e-01,3.036561470506839171e-06,1.760019613394427965e-07,-1.620507762265990316e-17,-6.432576396572173112e-18,-5.595187792738330175e-17,-3.806813822837035253e-18,-1.458610465378817481e-16,-1.664244541052321881e-16,1.905209447058371294e-02,1.208342974048083329e-01,1.337755386426026948e-08,6.551975021229358563e-11,1.912785578887214341e-15,1.833317294759178205e-17,-3.687393166484967616e-17,-1.424747792046626606e-17,-1.308137821852063564e-15,-7.145593238529890872e-17,-5.543572298380787113e-16,-4.664121733972760545e-17,-5.964594099645930044e-17,-4.575315534803603196e-16,-1.187514586316934853e-15,-1.602518473150204534e-16,3.446803833179743103e-09,9.356256148879801123e-10,8.185390606455676791e-11,8.973901933592096862e-11,5.123483438270292747e-09,3.918902657627796932e-05,9.079495605122802915e-09,1.887449569689191218e-07,2.635324899942399552e-09,7.996036302734753425e-14,1.677972676551416798e-11,4.695133095642003815e-17,-1.486318043812211487e-17,-1.010588921894574810e-15,2.147178303658031749e-13,3.772817425341591303e-11,3.973039169528182608e-12,7.248512365765825693e-01,-1.020220291047149848e-14,-4.623165665990263932e-17,-6.053825350120933117e-17,-1.043659808146524950e-17,-4.158599787373435361e-16
1.587500000000000022e-02,2.087754293737679291e+03,2.706435776446068253e+00,6.223408668923996424e-04,9.467874804613366641e-05,7.955836595887877654e-04,1.440453270959168169e-02,3.860582663476309039e-03,1.152184090140956491e-01,2.870239099353522030e-06,1.686642269814502269e-07,1.583630920155618889e-17,2.155752690673203859e-17,5.043428960626525343e-17,4.515278305925285833e-18,3.121268212128591328e-16,5.820552029966987369e-17,1.866069074511794712e-02,1.214577047092562506e-01,1.220144403363800316e-08,6.244087312800871970e-11,1.719299945829875127e-15,2.583155756136694011e-17,5.215431714737942170e-17,-7.456259326727044100e-19,-1.181379656731652380e-16,-2.181622998982523843e-18,-2.487186506170529886e-17,7.856994335413990760e-20,-8.950725644547364328e-20,-3.704809093144488030e-17,-1.057501027291787598e-16,-5.525183438373002834e-18,3.477970486449920771e-09,8.865739573376613278e-10,8.186651306026876153e-11,9.274195080693902056e-11,4.829818172229756012e-09,4.035350761790387221e-05,9.449960574759155285e-09,1.892590477220906899e-07,2.607955924792728910e-09,4.396315623906310080e-14,8.712925256444373713e-12,2.533351336148828976e-17,2.114294403442827370e-19,-1.958196540345880383e-16,1.363674020226856245e-13,3.560914541537028054e-11,3.638445138459617693e-12,7.248418614512217584e-01,-9.252455862907294436e-15,2.017728415263560244e-19,1.393786293615958077e-19,-8.073937825774875020e-20,-2.065783194239938365e-17
1.600000000000000033e-02,2.094986430528464098e+03,2.714640599791365627e+00,6.057977826737716461e-04,8.909133533977251591e-05,7.530115603624344504e-04,1.403518460196032103e-02,3.787170333516902757e-03,1.155156129995264652e-01,2.722525076820213865e-06,1.621421010552334231e-07,2.477859439490732968e-17,2.979505326632423572e-17,8.977668841219630641e-17,7.409630364661278187e-18,4.826336022959807078e-16,1.565918148257791964e-16,1.829267475650464200e-02,1.220436448088668274e-01,1.118499985950700650e-08,5.965548047604058679e-11,1.535884318146367020e-15,2.587869132306126109e-17,7.685584854545098137e-17,4.366621378541801826e-18,4.424887702384653964e-16,2.057251652737772833e-17,1.740540810905489188e-16,1.301429436597206434e-17,1.658484486532335451e-17,1.541027291445873187e-16,3.835484317350865222e-16,5.175066573197596673e-17,3.505934571966546632e-09,8.436091287668789481e-10,8.195150105188839934e-11,9.575730789915913298e-11,4.566959750586340399e-09,4.148668041786902954e-05,9.816881647016904463e-09,1.896901977633125547e-07,2.582201467061931567e-09,2.826172070062966278e-14,5.183811517144688980e-12,1.542955577460569133e-17,3.955208970428229118e-18,3.719058438878727915e-16,1.019346060217611808e-13,3.531496611112652223e-11,3.517805301679385100e-12,7.248332179776679762e-01,-7.837921149932617037e-15,1.291042979037968893e-17,1.696885642363461854e-17,2.778848478604232967e-18,1.269739486835626763e-16
1.625000000000000056e-02,2.107526257050088134e+03,2.728791347065917083e+00,5.763786941568259901e-04,7.972311414010327532e-05,6.808349834394629560e-04,1.338429557238607868e-02,3.652810599386138637e-03,1.160296704226857489e-01,2.474724679842910914e-06,1.511602503531113517e-07,9.773224246120501312e-18,1.372817297480490431e-17,2.493188562336943539e-17,2.143926976983617723e-18,1.657467300734078740e-16,2.012923328281662472e-17,1.762316260047679453e-02,1.231081751559617854e-01,9.539744106975662956e-09,5.484395461224941700e-11,1.216584349514141304e-15,1.709153205633833050e-17,2.803557890413387720e-17,-2.039968478212872338e-18,-2.136239856804866326e-16,-9.335511875245346830e-18,-8.341177936766939527e-17,-6.080309277607079107e-18,-7.687794923504240611e-18,-7.399706550838091025e-17,-1.758576779984390621e-16,-2.606772173213520801e-17,3.551310519363480024e-09,7.727646375829683422e-10,8.223422539808890223e-11,1.016738272629750909e-10,4.121113397502380147e-09,4.366284269003945591e-05,1.053690442674704686e-08,1.903298988454321459e-07,2.536437479643462330e-09,1.965426873667222341e-14,3.280427381269981875e-12,6.794210081175422026e-18,-1.745909770552910713e-18,-1.713427206122568570e-16,8.740283963786646432e-14,3.695480014265403445e-11,3.522283640040732398e-12,7.248184384351605836e-01,-8.625677931203594025e-15,-6.079298340242556926e-18,-7.983695783589455724e-18,-1.232942781185364987e-18,-5.917489651905877498e-17
1.650000000000000078e-02,2.118299807553086794e+03,2.740896862968231318e+00,5.507051683017299406e-04,7.207682768504724191e-05,6.210149841642496893e-04,1.281516172280362451e-02,3.531236289178904877e-03,1.164695169758156179e-01,2.271387721418869019e-06,1.420766813579293790e-07,2.004342574082964926e-17,2.193879163245817331e-17,6.633367586986163753e-17,5.097128490588466823e-18,3.453601756927555817e-16,1.205806255897218837e-16,1.702087258649530310e-02,1.240656729215900700e-01,8.253970020647132211e-09,5.077851194334177142e-11,1.008918901647835210e-15,1.718433172612880999e-17,5.696731744190995343e-17,3.345350469384113581e-18,3.762850583345178564e-16,1.422481203485401826e-17,1.358942293358443743e-16,9.035522340931010192e-18,1.144216327288473516e-17,1.298337550626357736e-16,2.983313094504797093e-16,4.444287588994386616e-17,3.586333917879471680e-09,7.160243046000515790e-10,8.261852088673717080e-11,1.075119622891140939e-10,3.752503923709785216e-09,4.574791835110824035e-05,1.124320459380868136e-08,1.907125407726832480e-07,2.495204899529500223e-09,1.745367137917787995e-14,2.829185348946399824e-12,6.716420827892342471e-18,2.561330927649991744e-18,3.761829299214056855e-16,8.920271043713508343e-14,3.928067633040233687e-11,3.594196274152492518e-12,7.248053600710669953e-01,-6.649132355704452396e-15,9.101805377359366500e-18,1.203709720147041174e-17,1.779095835042247963e-18,9.522062814544698616e-17
1.675000000000000100e-02,2.127644988004980860e+03,2.751357236976704534e+00,5.281375107338141025e-04,6.574721405276103643e-05,5.708518374614037589e-04,1.231381300865530201e-02,3.421130457750127824e-03,1.168495136483678060e-01,2.102294681259777647e-06,1.344447850763108640e-07,1.215997229757118615e-17,1.285361161906775196e-17,2.736432967281237687e-17,2.089612955922957604e-18,1.547660911111333509e-16,3.576460960876215654e-17,1.647761793078538622e-02,1.249292216165156372e-01,7.231523562018131272e-09,4.730502411221328565e-11,8.330419299238934324e-16,1.237385445272125170e-17,2.811621560362687242e-17,-4.565488671195591629e-19,-4.873840566452357838e-17,-2.072563695050418412e-18,-2.013061918945475299e-17,-1.439941850542284868e-18,-1.829353860840935958e-18,-1.684551705933650993e-17,-3.610626460211707644e-17,-6.777493937838152202e-18,3.612008413059088409e-09,6.697898510900551720e-10,8.307662958472633472e-11,1.132622303607716703e-10,3.444017800487541065e-09,4.775108990517589846e-05,1.193448466216779306e-08,1.908750145378415078e-07,2.458210157106995181e-09,1.684649959849105541e-14,2.749950796870937774e-12,4.729043187758569610e-18,-3.886470335134882669e-19,-1.296025198156892962e-17,9.546759035792789037e-14,4.178845564026162582e-11,3.680047608178970938e-12,7.247937584056177718e-01,-7.587907751633625508e-15,-1.471614642220899541e-18,-1.957417964657484688e-18,-2.684122891401324885e-19,-1.348371673404278530e-17
1.700000000000000122e-02,2.135800711888339720e+03,2.760452231625154074e+00,5.081862072641806340e-04,6.044748784776727532e-05,5.283884001973695706e-04,1.187026350158515084e-02,3.321321577506263206e-03,1.171798511512448654e-01,1.960224707092864710e-06,1.279577316880723820e-07,9.869100368558214753e-18,9.252745869562390855e-18,1.192288963427786147e-17,9.039225365272752002e-19,7.468786663132964371e-17,1.834520902996256139e-18,1.598680590445310246e-02,1.257092745942348377e-01,6.406843352054137209e-09,4.431281798942837798e-11,7.027633555415994478e-16,9.857535641098634116e-18,1.725448911112496922e-17,-1.730861605689792283e-18,-2.128869410036165059e-16,-6.680546695774087240e-18,-7.085580570695566911e-17,-4.201508361643801308e-18,-5.318094879331690154e-18,-7.174607588818366910e-17,-1.542388219333911714e-16,-2.552187462962526406e-17,3.629374470055872440e-09,6.315626898512215663e-10,8.358423882820735144e-11,1.189020633184861779e-10,3.183275097553963527e-09,4.967811145906218215e-05,1.260912922515121278e-08,1.908566042012661646e-07,2.425212363099372044e-09,1.666922380205872898e-14,2.770370250858032855e-12,3.968586699127350663e-18,-1.101903293011252107e-18,-2.214188523520311081e-16,1.030748638191545379e-13,4.432677864448049226e-11,3.766091544797123053e-12,7.247834748182523379e-01,-8.797879138493645891e-15,-4.304922306361589122e-18,-5.735346471521161675e-18,-7.827329529777555317e-19,-4.831226167354968972e-17
1.750000000000000167e-02,2.148997372464038563e+03,2.775072627115665824e+00,4.750983871043302771e-04,5.227394383976583013e-05,4.621447400144797603e-04,1.113965320040278227e-02,3.151491263709448130e-03,1.177100964304287622e-01,1.740669136133040048e-06,1.177535106454639670e-07,1.270730655977910063e-17,1.009970281289047204e-17,2.213664180200896987e-17,1.562941881443190493e-18,1.171182400261270627e-16,3.276054578273073057e-17,1.515131382847749279e-02,1.270345587841500978e-01,5.195142667901724870e-09,3.951572094084795386e-11,5.304830788873506741e-16,8.156556623755570365e-18,2.277886414450270904e-17,-7.539218091866622212e-21,-2.371364424715003225e-18,5.001807339268600663e-20,3.158256813578973723e-19,6.196615130720378204e-20,8.587418784432300110e-20,-3.306189041130467421e-19,-8.758025773943475449e-19,4.692245990971430934e-20,3.643491366162160202e-09,5.734063241830695562e-10,8.465834879806545553e-11,1.295834255752466912e-10,2.776461488809821479e-09,5.330934713720851228e-05,1.389611122698969557e-08,1.904279535350576412e-07,2.373086441956405382e-09,1.659634712218708975e-14,2.872530463573910599e-12,3.825998622728598664e-18,3.779280483272194369e-20,-1.131514124755230431e-17,1.187861098978410212e-13,4.923133238925933862e-11,3.924068765825877110e-12,7.247679824327838416e-01,-8.571560003841501744e-15,6.348036401235920002e-20,8.241806761340311262e-20,1.009574556684948624e-20,8.575069651300167598e-20
1.800000000000000211e-02,2.159697060209739448e+03,2.786877192347339438e+00,4.480001256280667535e-04,4.609337300683534683e-05,4.112568137067699678e-04,1.053666098438111112e-02,3.007730819986393581e-03,1.181369762969912557e-01,1.573249580500779108e-06,1.097848954794963812e-07,1.303456452934735242e-17,8.976274737155488013e-18,2.134277679453915023e-17,1.460739003021431527e-18,1.107192111468533024e-16,3.616485775282243134e-17,1.444524433493772284e-02,1.281541939556633258e-01,4.330953696917873092e-09,3.573787136754399495e-11,4.145333608789459013e-16,6.531742429682032577e-18,2.082359488982622074e-17,3.159537967482199725e-19,4.360335531110750850e-17,1.060159308985886475e-18,1.309516805231483749e-17,6.706689003383411216e-19,8.455179098155858294e-19,1.444355799541544050e-17,2.800533392536263297e-17,5.559667607758266613e-18,3.641348436067033420e-09,5.299421129478005147e-10,8.582195748832527920e-11,1.399490661319808116e-10,2.465045952114253208e-09,5.673300229986178529e-05,1.512370352031694559e-08,1.895908301425645510e-07,2.330601881460543187e-09,1.654642598719864535e-14,2.976102994899559840e-12,3.448773650566582564e-18,1.821265887029361503e-19,5.831884993920750819e-17,1.343656999382539548e-13,5.401354413210261788e-11,4.067656277813344184e-12,7.247552089000692810e-01,-7.950742754332367878e-15,7.148973157004747597e-19,9.697357679082220377e-19,1.149628983670354823e-19,8.610120947900769936e-18
1.850000000000000255e-02,2.168524102297796162e+03,2.796583052872875896e+00,4.254732351218216946e-04,4.129634642129698184e-05,3.712592528060351975e-04,1.003186522651457191e-02,2.885097170659160510e-03,1.184870994840131059e-01,1.442297140739646050e-06,1.034086807202504721e-07,1.356019050827753336e-17,8.358406023097103422e-18,2.236342701862433101e-17,1.501157611267223781e-18,1.153756849920697550e-16,4.319096972121650986e-17,1.384356157484604478e-02,1.291081099837161072e-01,3.694013789092603004e-09,3.270601363171682731e-11,3.347216470011911633e-16,5.485246478938869376e-18,2.054901977954890662e-17,7.152284652614561769e-19,1.029478309264782302e-16,2.296723423639744224e-18,3.007397996455749576e-17,1.470334290969523877e-18,1.880082648877548414e-18,3.326757719751423284e-17,6.227786640799083148e-17,1.371378885737284762e-17,3.628580329166704369e-09,4.964092218273189884e-10,8.702435366430107204e-11,1.499673766382757581e-10,2.220949464692492984e-09,5.997767870968633789e-05,1.629150357099092993e-08,1.884685978856112339e-07,2.296572020929691414e-09,1.649272945580492150e-14,3.072592385710201785e-12,3.196179252363767494e-18,3.765386713176607179e-19,1.293392288520416856e-16,1.495776006685147924e-13,5.864179996955508360e-11,4.198170195611382140e-12,7.247444968853028469e-01,-7.290939777707514340e-15,1.570615894064537561e-18,2.141354641144050007e-18,2.464464945376129447e-19,1.956427609119808855e-17
